2019,Canada,0 to 8  years,Males,15 years and over,8.30000019073486
2020,Canada,0 to 8  years,Males,15 years and over,12.1999998092651
2021,Canada,0 to 8  years,Males,15 years and over,11.3000001907349
2022,Canada,0 to 8  years,Males,15 years and over,8.5
2023,Canada,0 to 8  years,Males,15 years and over,8.89999961853027
2019,Canada,0 to 8  years,Males,15 to 24 years,15.3000001907349
2020,Canada,0 to 8  years,Males,15 to 24 years,22.8999996185303
2021,Canada,0 to 8  years,Males,15 to 24 years,16.7999992370605
2022,Canada,0 to 8  years,Males,15 to 24 years,16.6000003814697
2023,Canada,0 to 8  years,Males,15 to 24 years,19.2999992370605
2019,Canada,0 to 8  years,Males,25 years and over,7.09999990463257
2020,Canada,0 to 8  years,Males,25 years and over,10.8000001907349
2021,Canada,0 to 8  years,Males,25 years and over,10.3999996185303
2022,Canada,0 to 8  years,Males,25 years and over,7.19999980926514
2023,Canada,0 to 8  years,Males,25 years and over,7.19999980926514
2019,Canada,0 to 8  years,Males,25 to 44 years,8.69999980926514
2020,Canada,0 to 8  years,Males,25 to 44 years,11.3999996185303
2021,Canada,0 to 8  years,Males,25 to 44 years,8.60000038146973
2022,Canada,0 to 8  years,Males,25 to 44 years,7.5
2023,Canada,0 to 8  years,Males,25 to 44 years,7.30000019073486
2019,Canada,0 to 8  years,Males,45 years and over,6.5
2020,Canada,0 to 8  years,Males,45 years and over,10.5
2021,Canada,0 to 8  years,Males,45 years and over,11
2022,Canada,0 to 8  years,Males,45 years and over,7.09999990463257
2023,Canada,0 to 8  years,Males,45 years and over,7.09999990463257
2019,Canada,0 to 8  years,Males,25 to 54 years,8
2020,Canada,0 to 8  years,Males,25 to 54 years,11.5
2021,Canada,0 to 8  years,Males,25 to 54 years,8.69999980926514
2022,Canada,0 to 8  years,Males,25 to 54 years,7.40000009536743
2023,Canada,0 to 8  years,Males,25 to 54 years,6
2019,Canada,0 to 8  years,Males,55 years and over,6.19999980926514
2020,Canada,0 to 8  years,Males,55 years and over,10.3000001907349
2021,Canada,0 to 8  years,Males,55 years and over,12
2022,Canada,0 to 8  years,Males,55 years and over,6.90000009536743
2023,Canada,0 to 8  years,Males,55 years and over,8.60000038146973
2019,Canada,0 to 8  years,Males,55 to 64 years,8
2020,Canada,0 to 8  years,Males,55 to 64 years,12.3999996185303
2021,Canada,0 to 8  years,Males,55 to 64 years,13.3999996185303
2022,Canada,0 to 8  years,Males,55 to 64 years,6.80000019073486
2023,Canada,0 to 8  years,Males,55 to 64 years,9
2019,Canada,0 to 8  years,Males,65 years and over,NULL
2020,Canada,0 to 8  years,Males,65 years and over,6.30000019073486
2021,Canada,0 to 8  years,Males,65 years and over,9.69999980926514
2022,Canada,0 to 8  years,Males,65 years and over,7.19999980926514
2023,Canada,0 to 8  years,Males,65 years and over,7.80000019073486
2019,Canada,0 to 8  years,Females,15 years and over,12.6000003814697
2020,Canada,0 to 8  years,Females,15 years and over,16.1000003814697
2021,Canada,0 to 8  years,Females,15 years and over,11.8000001907349
2022,Canada,0 to 8  years,Females,15 years and over,10.6999998092651
2023,Canada,0 to 8  years,Females,15 years and over,11.8999996185303
2019,Canada,0 to 8  years,Females,15 to 24 years,21.3999996185303
2020,Canada,0 to 8  years,Females,15 to 24 years,25.2000007629395
2021,Canada,0 to 8  years,Females,15 to 24 years,15.1999998092651
2022,Canada,0 to 8  years,Females,15 to 24 years,12.8999996185303
2023,Canada,0 to 8  years,Females,15 to 24 years,17.7000007629395
2019,Canada,0 to 8  years,Females,25 years and over,10.5
2020,Canada,0 to 8  years,Females,25 years and over,14.5
2021,Canada,0 to 8  years,Females,25 years and over,11.1000003814697
2022,Canada,0 to 8  years,Females,25 years and over,10.1000003814697
2023,Canada,0 to 8  years,Females,25 years and over,10.6000003814697
2019,Canada,0 to 8  years,Females,25 to 44 years,11.3999996185303
2020,Canada,0 to 8  years,Females,25 to 44 years,19.2999992370605
2021,Canada,0 to 8  years,Females,25 to 44 years,15.6000003814697
2022,Canada,0 to 8  years,Females,25 to 44 years,10.8999996185303
2023,Canada,0 to 8  years,Females,25 to 44 years,21.2000007629395
2019,Canada,0 to 8  years,Females,45 years and over,10.3000001907349
2020,Canada,0 to 8  years,Females,45 years and over,13.1999998092651
2021,Canada,0 to 8  years,Females,45 years and over,9.89999961853027
2022,Canada,0 to 8  years,Females,45 years and over,9.89999961853027
2023,Canada,0 to 8  years,Females,45 years and over,7
2019,Canada,0 to 8  years,Females,25 to 54 years,11.3000001907349
2020,Canada,0 to 8  years,Females,25 to 54 years,14.8000001907349
2021,Canada,0 to 8  years,Females,25 to 54 years,13
2022,Canada,0 to 8  years,Females,25 to 54 years,12.1000003814697
2023,Canada,0 to 8  years,Females,25 to 54 years,14.1000003814697
2019,Canada,0 to 8  years,Females,55 years and over,9.69999980926514
2020,Canada,0 to 8  years,Females,55 years and over,14.1999998092651
2021,Canada,0 to 8  years,Females,55 years and over,9.89999961853027
2022,Canada,0 to 8  years,Females,55 years and over,8
2023,Canada,0 to 8  years,Females,55 years and over,7.5
2019,Canada,0 to 8  years,Females,55 to 64 years,9.30000019073486
2020,Canada,0 to 8  years,Females,55 to 64 years,15.6000003814697
2021,Canada,0 to 8  years,Females,55 to 64 years,10.5
2022,Canada,0 to 8  years,Females,55 to 64 years,7
2023,Canada,0 to 8  years,Females,55 to 64 years,8.19999980926514
2019,Canada,0 to 8  years,Females,65 years and over,NULL
2020,Canada,0 to 8  years,Females,65 years and over,NULL
2021,Canada,0 to 8  years,Females,65 years and over,NULL
2022,Canada,0 to 8  years,Females,65 years and over,NULL
2023,Canada,0 to 8  years,Females,65 years and over,NULL
2019,Canada,Some high school,Males,15 years and over,11.6999998092651
2020,Canada,Some high school,Males,15 years and over,15.8999996185303
2021,Canada,Some high school,Males,15 years and over,13.8000001907349
2022,Canada,Some high school,Males,15 years and over,10.8000001907349
2023,Canada,Some high school,Males,15 years and over,10.8000001907349
2019,Canada,Some high school,Males,15 to 24 years,18.2999992370605
2020,Canada,Some high school,Males,15 to 24 years,25.7999992370605
2021,Canada,Some high school,Males,15 to 24 years,20.2999992370605
2022,Canada,Some high school,Males,15 to 24 years,15.1000003814697
2023,Canada,Some high school,Males,15 to 24 years,16.2999992370605
2019,Canada,Some high school,Males,25 years and over,8.30000019073486
2020,Canada,Some high school,Males,25 years and over,11.3000001907349
2021,Canada,Some high school,Males,25 years and over,10.1999998092651
2022,Canada,Some high school,Males,25 years and over,8.19999980926514
2023,Canada,Some high school,Males,25 years and over,7.5
2019,Canada,Some high school,Males,25 to 44 years,9.60000038146973
2020,Canada,Some high school,Males,25 to 44 years,13.6999998092651
2021,Canada,Some high school,Males,25 to 44 years,11.8999996185303
2022,Canada,Some high school,Males,25 to 44 years,9.60000038146973
2023,Canada,Some high school,Males,25 to 44 years,9
2019,Canada,Some high school,Males,45 years and over,7.40000009536743
2020,Canada,Some high school,Males,45 years and over,9.80000019073486
2021,Canada,Some high school,Males,45 years and over,9.19999980926514
2022,Canada,Some high school,Males,45 years and over,7.30000019073486
2023,Canada,Some high school,Males,45 years and over,6.59999990463257
2019,Canada,Some high school,Males,25 to 54 years,9
2020,Canada,Some high school,Males,25 to 54 years,12.1999998092651
2021,Canada,Some high school,Males,25 to 54 years,10.8999996185303
2022,Canada,Some high school,Males,25 to 54 years,8.89999961853027
2023,Canada,Some high school,Males,25 to 54 years,8.30000019073486
2019,Canada,Some high school,Males,55 years and over,7.19999980926514
2020,Canada,Some high school,Males,55 years and over,9.89999961853027
2021,Canada,Some high school,Males,55 years and over,9.30000019073486
2022,Canada,Some high school,Males,55 years and over,7.09999990463257
2023,Canada,Some high school,Males,55 years and over,6.30000019073486
2019,Canada,Some high school,Males,55 to 64 years,8.30000019073486
2020,Canada,Some high school,Males,55 to 64 years,11
2021,Canada,Some high school,Males,55 to 64 years,10.3000001907349
2022,Canada,Some high school,Males,55 to 64 years,8.10000038146973
2023,Canada,Some high school,Males,55 to 64 years,6.40000009536743
2019,Canada,Some high school,Males,65 years and over,3.40000009536743
2020,Canada,Some high school,Males,65 years and over,7
2021,Canada,Some high school,Males,65 years and over,6.30000019073486
2022,Canada,Some high school,Males,65 years and over,4.69999980926514
2023,Canada,Some high school,Males,65 years and over,6.19999980926514
2019,Canada,Some high school,Females,15 years and over,11.1999998092651
2020,Canada,Some high school,Females,15 years and over,18.7000007629395
2021,Canada,Some high school,Females,15 years and over,15.6999998092651
2022,Canada,Some high school,Females,15 years and over,12
2023,Canada,Some high school,Females,15 years and over,13.1000003814697
2019,Canada,Some high school,Females,15 to 24 years,15.1999998092651
2020,Canada,Some high school,Females,15 to 24 years,25.1000003814697
2021,Canada,Some high school,Females,15 to 24 years,19.1000003814697
2022,Canada,Some high school,Females,15 to 24 years,14.6999998092651
2023,Canada,Some high school,Females,15 to 24 years,17.2999992370605
2019,Canada,Some high school,Females,25 years and over,7.59999990463257
2020,Canada,Some high school,Females,25 years and over,13
2021,Canada,Some high school,Females,25 years and over,12.1999998092651
2022,Canada,Some high school,Females,25 years and over,9
2023,Canada,Some high school,Females,25 years and over,8.5
2019,Canada,Some high school,Females,25 to 44 years,10.6000003814697
2020,Canada,Some high school,Females,25 to 44 years,14.3000001907349
2021,Canada,Some high school,Females,25 to 44 years,15.8999996185303
2022,Canada,Some high school,Females,25 to 44 years,10.3999996185303
2023,Canada,Some high school,Females,25 to 44 years,11.5
2019,Canada,Some high school,Females,45 years and over,6.09999990463257
2020,Canada,Some high school,Females,45 years and over,12.3999996185303
2021,Canada,Some high school,Females,45 years and over,10.5
2022,Canada,Some high school,Females,45 years and over,8.30000019073486
2023,Canada,Some high school,Females,45 years and over,7.09999990463257
2019,Canada,Some high school,Females,25 to 54 years,9.10000038146973
2020,Canada,Some high school,Females,25 to 54 years,13.8000001907349
2021,Canada,Some high school,Females,25 to 54 years,14.5
2022,Canada,Some high school,Females,25 to 54 years,9.5
2023,Canada,Some high school,Females,25 to 54 years,10.3000001907349
2019,Canada,Some high school,Females,55 years and over,5.59999990463257
2020,Canada,Some high school,Females,55 years and over,12
2021,Canada,Some high school,Females,55 years and over,9.60000038146973
2022,Canada,Some high school,Females,55 years and over,8.30000019073486
2023,Canada,Some high school,Females,55 years and over,6.40000009536743
2019,Canada,Some high school,Females,55 to 64 years,6
2020,Canada,Some high school,Females,55 to 64 years,12.5
2021,Canada,Some high school,Females,55 to 64 years,11.1000003814697
2022,Canada,Some high school,Females,55 to 64 years,8.60000038146973
2023,Canada,Some high school,Females,55 to 64 years,7.5
2019,Canada,Some high school,Females,65 years and over,NULL
2020,Canada,Some high school,Females,65 years and over,10.1999998092651
2021,Canada,Some high school,Females,65 years and over,NULL
2022,Canada,Some high school,Females,65 years and over,7.30000019073486
2023,Canada,Some high school,Females,65 years and over,NULL
2019,Canada,High school graduate,Males,15 years and over,7.40000009536743
2020,Canada,High school graduate,Males,15 years and over,12.3000001907349
2021,Canada,High school graduate,Males,15 years and over,9.5
2022,Canada,High school graduate,Males,15 years and over,6.90000009536743
2023,Canada,High school graduate,Males,15 years and over,7
2019,Canada,High school graduate,Males,15 to 24 years,12.3999996185303
2020,Canada,High school graduate,Males,15 to 24 years,21
2021,Canada,High school graduate,Males,15 to 24 years,13.5
2022,Canada,High school graduate,Males,15 to 24 years,11.8999996185303
2023,Canada,High school graduate,Males,15 to 24 years,11.6000003814697
2019,Canada,High school graduate,Males,25 years and over,6.09999990463257
2020,Canada,High school graduate,Males,25 years and over,10
2021,Canada,High school graduate,Males,25 years and over,8.39999961853027
2022,Canada,High school graduate,Males,25 years and over,5.59999990463257
2023,Canada,High school graduate,Males,25 years and over,5.59999990463257
2019,Canada,High school graduate,Males,25 to 44 years,7.30000019073486
2020,Canada,High school graduate,Males,25 to 44 years,12.1000003814697
2021,Canada,High school graduate,Males,25 to 44 years,9
2022,Canada,High school graduate,Males,25 to 44 years,6.30000019073486
2023,Canada,High school graduate,Males,25 to 44 years,6.90000009536743
2019,Canada,High school graduate,Males,45 years and over,5
2020,Canada,High school graduate,Males,45 years and over,8.10000038146973
2021,Canada,High school graduate,Males,45 years and over,7.90000009536743
2022,Canada,High school graduate,Males,45 years and over,4.90000009536743
2023,Canada,High school graduate,Males,45 years and over,4.30000019073486
2019,Canada,High school graduate,Males,25 to 54 years,6.30000019073486
2020,Canada,High school graduate,Males,25 to 54 years,10.5
2021,Canada,High school graduate,Males,25 to 54 years,8.39999961853027
2022,Canada,High school graduate,Males,25 to 54 years,5.69999980926514
2023,Canada,High school graduate,Males,25 to 54 years,6.09999990463257
2019,Canada,High school graduate,Males,55 years and over,5.40000009536743
2020,Canada,High school graduate,Males,55 years and over,8.69999980926514
2021,Canada,High school graduate,Males,55 years and over,8.39999961853027
2022,Canada,High school graduate,Males,55 years and over,5.09999990463257
2023,Canada,High school graduate,Males,55 years and over,4.40000009536743
2019,Canada,High school graduate,Males,55 to 64 years,6
2020,Canada,High school graduate,Males,55 to 64 years,8.60000038146973
2021,Canada,High school graduate,Males,55 to 64 years,7.69999980926514
2022,Canada,High school graduate,Males,55 to 64 years,5.40000009536743
2023,Canada,High school graduate,Males,55 to 64 years,4.80000019073486
2019,Canada,High school graduate,Males,65 years and over,3.59999990463257
2020,Canada,High school graduate,Males,65 years and over,8.89999961853027
2021,Canada,High school graduate,Males,65 years and over,10.6000003814697
2022,Canada,High school graduate,Males,65 years and over,4.30000019073486
2023,Canada,High school graduate,Males,65 years and over,3
2019,Canada,High school graduate,Females,15 years and over,6.19999980926514
2020,Canada,High school graduate,Females,15 years and over,11.8999996185303
2021,Canada,High school graduate,Females,15 years and over,9.10000038146973
2022,Canada,High school graduate,Females,15 years and over,6.5
2023,Canada,High school graduate,Females,15 years and over,6.80000019073486
2019,Canada,High school graduate,Females,15 to 24 years,9
2020,Canada,High school graduate,Females,15 to 24 years,19.7000007629395
2021,Canada,High school graduate,Females,15 to 24 years,11.3999996185303
2022,Canada,High school graduate,Females,15 to 24 years,9
2023,Canada,High school graduate,Females,15 to 24 years,10.6000003814697
2019,Canada,High school graduate,Females,25 years and over,5.5
2020,Canada,High school graduate,Females,25 years and over,9.69999980926514
2021,Canada,High school graduate,Females,25 years and over,8.39999961853027
2022,Canada,High school graduate,Females,25 years and over,5.69999980926514
2023,Canada,High school graduate,Females,25 years and over,5.59999990463257
2019,Canada,High school graduate,Females,25 to 44 years,6.80000019073486
2020,Canada,High school graduate,Females,25 to 44 years,11
2021,Canada,High school graduate,Females,25 to 44 years,9.10000038146973
2022,Canada,High school graduate,Females,25 to 44 years,6.90000009536743
2023,Canada,High school graduate,Females,25 to 44 years,7.40000009536743
2019,Canada,High school graduate,Females,45 years and over,4.69999980926514
2020,Canada,High school graduate,Females,45 years and over,8.89999961853027
2021,Canada,High school graduate,Females,45 years and over,8
2022,Canada,High school graduate,Females,45 years and over,4.90000009536743
2023,Canada,High school graduate,Females,45 years and over,4.40000009536743
2019,Canada,High school graduate,Females,25 to 54 years,6
2020,Canada,High school graduate,Females,25 to 54 years,10.6000003814697
2021,Canada,High school graduate,Females,25 to 54 years,8.80000019073486
2022,Canada,High school graduate,Females,25 to 54 years,6.09999990463257
2023,Canada,High school graduate,Females,25 to 54 years,6.40000009536743
2019,Canada,High school graduate,Females,55 years and over,4.59999990463257
2020,Canada,High school graduate,Females,55 years and over,8.10000038146973
2021,Canada,High school graduate,Females,55 years and over,7.80000019073486
2022,Canada,High school graduate,Females,55 years and over,5
2023,Canada,High school graduate,Females,55 years and over,4.19999980926514
2019,Canada,High school graduate,Females,55 to 64 years,4.69999980926514
2020,Canada,High school graduate,Females,55 to 64 years,8.19999980926514
2021,Canada,High school graduate,Females,55 to 64 years,7.90000009536743
2022,Canada,High school graduate,Females,55 to 64 years,5.5
2023,Canada,High school graduate,Females,55 to 64 years,4.69999980926514
2019,Canada,High school graduate,Females,65 years and over,4.09999990463257
2020,Canada,High school graduate,Females,65 years and over,7.59999990463257
2021,Canada,High school graduate,Females,65 years and over,7.5
2022,Canada,High school graduate,Females,65 years and over,2.90000009536743
2023,Canada,High school graduate,Females,65 years and over,2.59999990463257
2019,Canada,Some postsecondary,Males,15 years and over,8
2020,Canada,Some postsecondary,Males,15 years and over,15.6999998092651
2021,Canada,Some postsecondary,Males,15 years and over,11.8000001907349
2022,Canada,Some postsecondary,Males,15 years and over,6.90000009536743
2023,Canada,Some postsecondary,Males,15 years and over,7.5
2019,Canada,Some postsecondary,Males,15 to 24 years,11
2020,Canada,Some postsecondary,Males,15 to 24 years,21.8999996185303
2021,Canada,Some postsecondary,Males,15 to 24 years,15.5
2022,Canada,Some postsecondary,Males,15 to 24 years,9.5
2023,Canada,Some postsecondary,Males,15 to 24 years,10.5
2019,Canada,Some postsecondary,Males,25 years and over,5.80000019073486
2020,Canada,Some postsecondary,Males,25 years and over,11.1999998092651
2021,Canada,Some postsecondary,Males,25 years and over,9
2022,Canada,Some postsecondary,Males,25 years and over,5.09999990463257
2023,Canada,Some postsecondary,Males,25 years and over,5.30000019073486
2019,Canada,Some postsecondary,Males,25 to 44 years,6.80000019073486
2020,Canada,Some postsecondary,Males,25 to 44 years,13.3000001907349
2021,Canada,Some postsecondary,Males,25 to 44 years,10.8999996185303
2022,Canada,Some postsecondary,Males,25 to 44 years,5.90000009536743
2023,Canada,Some postsecondary,Males,25 to 44 years,6.40000009536743
2019,Canada,Some postsecondary,Males,45 years and over,4.59999990463257
2020,Canada,Some postsecondary,Males,45 years and over,8.5
2021,Canada,Some postsecondary,Males,45 years and over,6.90000009536743
2022,Canada,Some postsecondary,Males,45 years and over,4.09999990463257
2023,Canada,Some postsecondary,Males,45 years and over,3.90000009536743
2019,Canada,Some postsecondary,Males,25 to 54 years,6.30000019073486
2020,Canada,Some postsecondary,Males,25 to 54 years,12
2021,Canada,Some postsecondary,Males,25 to 54 years,10
2022,Canada,Some postsecondary,Males,25 to 54 years,5.30000019073486
2023,Canada,Some postsecondary,Males,25 to 54 years,5.69999980926514
2019,Canada,Some postsecondary,Males,55 years and over,4.40000009536743
2020,Canada,Some postsecondary,Males,55 years and over,8.5
2021,Canada,Some postsecondary,Males,55 years and over,6.09999990463257
2022,Canada,Some postsecondary,Males,55 years and over,4.59999990463257
2023,Canada,Some postsecondary,Males,55 years and over,4.09999990463257
2019,Canada,Some postsecondary,Males,55 to 64 years,4.30000019073486
2020,Canada,Some postsecondary,Males,55 to 64 years,9.69999980926514
2021,Canada,Some postsecondary,Males,55 to 64 years,5.69999980926514
2022,Canada,Some postsecondary,Males,55 to 64 years,5.59999990463257
2023,Canada,Some postsecondary,Males,55 to 64 years,4.30000019073486
2019,Canada,Some postsecondary,Males,65 years and over,NULL
2020,Canada,Some postsecondary,Males,65 years and over,NULL
2021,Canada,Some postsecondary,Males,65 years and over,7.19999980926514
2022,Canada,Some postsecondary,Males,65 years and over,NULL
2023,Canada,Some postsecondary,Males,65 years and over,NULL
2019,Canada,Some postsecondary,Females,15 years and over,7.40000009536743
2020,Canada,Some postsecondary,Females,15 years and over,15.8000001907349
2021,Canada,Some postsecondary,Females,15 years and over,12.1999998092651
2022,Canada,Some postsecondary,Females,15 years and over,6.90000009536743
2023,Canada,Some postsecondary,Females,15 years and over,6.80000019073486
2019,Canada,Some postsecondary,Females,15 to 24 years,8.69999980926514
2020,Canada,Some postsecondary,Females,15 to 24 years,21.2000007629395
2021,Canada,Some postsecondary,Females,15 to 24 years,14.6999998092651
2022,Canada,Some postsecondary,Females,15 to 24 years,7.5
2023,Canada,Some postsecondary,Females,15 to 24 years,7.80000019073486
2019,Canada,Some postsecondary,Females,25 years and over,6.19999980926514
2020,Canada,Some postsecondary,Females,25 years and over,10.1000003814697
2021,Canada,Some postsecondary,Females,25 years and over,9.80000019073486
2022,Canada,Some postsecondary,Females,25 years and over,6.19999980926514
2023,Canada,Some postsecondary,Females,25 years and over,5.59999990463257
2019,Canada,Some postsecondary,Females,25 to 44 years,7.40000009536743
2020,Canada,Some postsecondary,Females,25 to 44 years,11.1000003814697
2021,Canada,Some postsecondary,Females,25 to 44 years,12.8999996185303
2022,Canada,Some postsecondary,Females,25 to 44 years,7.5
2023,Canada,Some postsecondary,Females,25 to 44 years,7.09999990463257
2019,Canada,Some postsecondary,Females,45 years and over,4.90000009536743
2020,Canada,Some postsecondary,Females,45 years and over,9.10000038146973
2021,Canada,Some postsecondary,Females,45 years and over,6.59999990463257
2022,Canada,Some postsecondary,Females,45 years and over,4.80000019073486
2023,Canada,Some postsecondary,Females,45 years and over,4.19999980926514
2019,Canada,Some postsecondary,Females,25 to 54 years,6.69999980926514
2020,Canada,Some postsecondary,Females,25 to 54 years,10.5
2021,Canada,Some postsecondary,Females,25 to 54 years,11
2022,Canada,Some postsecondary,Females,25 to 54 years,6.69999980926514
2023,Canada,Some postsecondary,Females,25 to 54 years,6.19999980926514
2019,Canada,Some postsecondary,Females,55 years and over,4.90000009536743
2020,Canada,Some postsecondary,Females,55 years and over,9.10000038146973
2021,Canada,Some postsecondary,Females,55 years and over,6.40000009536743
2022,Canada,Some postsecondary,Females,55 years and over,4.80000019073486
2023,Canada,Some postsecondary,Females,55 years and over,4.30000019073486
